819,4239149.25630,2886968.02353,3778877.16739,0.00366,0.00257,0.00318,0.792,0.840,0.763,0,2019-03-17 00:00:00,final,32,16
819,4239149.25365,2886968.02156,3778877.16614,0.00341,0.00238,0.00300,0.788,0.846,0.753,0,2019-03-18 00:00:00,final,32,16
819,4239149.24861,2886968.01829,3778877.16269,0.00354,0.00258,0.00312,0.774,0.832,0.746,0,2019-03-19 00:00:00,final,32,16
819,4239149.25514,2886968.02302,3778877.16748,0.00429,0.00318,0.00369,0.765,0.844,0.759,0,2019-03-20 00:00:00,final,32,16
819,4239149.25339,2886968.02259,3778877.16810,0.00491,0.00352,0.00441,0.780,0.849,0.796,0,2019-03-21 00:00:00,final,32,16
819,4239149.25822,2886968.02536,3778877.17051,0.00406,0.00278,0.00363,0.786,0.847,0.774,0,2019-03-22 00:00:00,final,32,16
819,4239149.25627,2886968.02531,3778877.16951,0.00441,0.00304,0.00400,0.810,0.866,0.797,0,2019-03-23 00:00:00,final,32,16
819,4239149.25839,2886968.02696,3778877.17251,0.00345,0.00243,0.00300,0.782,0.844,0.767,0,2019-03-24 00:00:00,final,32,16
819,4239149.25374,2886968.02380,3778877.16604,0.00367,0.00261,0.00321,0.793,0.846,0.765,0,2019-03-25 00:00:00,final,32,16
819,4239149.25073,2886968.02178,3778877.16313,0.00354,0.00259,0.00310,0.790,0.840,0.759,0,2019-03-26 00:00:00,final,32,16
819,4239149.25724,2886968.02588,3778877.16839,0.00367,0.00264,0.00320,0.785,0.842,0.754,0,2019-03-27 00:00:00,final,32,16
819,4239149.25236,2886968.02375,3778877.16591,0.00379,0.00274,0.00336,0.785,0.838,0.763,0,2019-03-28 00:00:00,final,32,16
819,4239149.25489,2886968.02293,3778877.16778,0.00395,0.00272,0.00338,0.788,0.843,0.768,0,2019-03-29 00:00:00,final,32,16
819,4239149.25804,2886968.02424,3778877.16983,0.00358,0.00257,0.00313,0.793,0.841,0.764,0,2019-03-30 00:00:00,final,32,16
819,4239149.25652,2886968.02516,3778877.16809,0.00307,0.00217,0.00274,0.780,0.842,0.754,0,2019-03-31 00:00:00,final,32,16
819,4239149.25384,2886968.02483,3778877.16728,0.00369,0.00261,0.00319,0.772,0.840,0.748,0,2019-04-01 00:00:00,final,32,16
819,4239149.25049,2886968.02194,3778877.16608,0.00344,0.00243,0.00304,0.792,0.833,0.755,0,2019-04-02 00:00:00,final,32,16
819,4239149.25402,2886968.02355,3778877.16841,0.00373,0.00259,0.00331,0.784,0.842,0.749,0,2019-04-03 00:00:00,final,32,16
819,4239149.24914,2886968.01845,3778877.16663,0.00406,0.00292,0.00363,0.781,0.837,0.744,0,2019-04-04 00:00:00,final,32,16
819,4239149.25236,2886968.02257,3778877.16791,0.00371,0.00265,0.00336,0.782,0.837,0.761,0,2019-04-05 00:00:00,final,32,16
819,4239149.25072,2886968.02132,3778877.16680,0.00416,0.00288,0.00359,0.788,0.837,0.773,0,2019-04-06 00:00:00,final,32,16
819,4239149.25082,2886968.02114,3778877.16514,0.00357,0.00255,0.00314,0.805,0.849,0.776,0,2019-04-07 00:00:00,final,32,16
819,4239149.24918,2886968.02058,3778877.16454,0.00375,0.00261,0.00326,0.800,0.850,0.776,0,2019-04-08 00:00:00,final,32,16
819,4239149.24849,2886968.02139,3778877.16238,0.00388,0.00275,0.00337,0.794,0.838,0.763,0,2019-04-09 00:00:00,final,32,16
819,4239149.25118,2886968.02270,3778877.16380,0.00346,0.00246,0.00311,0.792,0.837,0.759,0,2019-04-10 00:00:00,final,32,16
819,4239149.25088,2886968.02349,3778877.16536,0.00326,0.00229,0.00289,0.797,0.845,0.750,0,2019-04-11 00:00:00,final,32,16
819,4239149.24836,2886968.02025,3778877.16285,0.00329,0.00237,0.00294,0.789,0.850,0.764,0,2019-04-12 00:00:00,final,32,16
